Country,Date,No. of suspected cases,No. of probable cases,No. of confirmed cases,"No. of confirmed, probable and suspected cases",No. of suspected deaths,No. of probable deaths,No. of confirmed deaths,"No. of confirmed, probable and suspected deaths"
Liberia,2015-09-23,,,6.0,6.0,,,2.0,2.0
Senegal,2015-09-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-09-23,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-09-23,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Mali,2015-09-23,0.0,1.0,7.0,8.0,,,,6.0
Italy,2015-09-23,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-09-23,7.0,453.0,3340.0,3800.0,,453.0,2079.0,2532.0
United Kingdom,2015-09-24,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-09-24,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-09-24,8.0,453.0,3340.0,3801.0,,453.0,2080.0,2533.0
Sierra Leone,2015-09-24,4855.0,287.0,8704.0,13846.0,158.0,208.0,3589.0,3955.0
Liberia,2015-09-24,,0.0,6.0,6.0,,,2.0,2.0
Italy,2015-09-24,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-09-24,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-09-24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-09-24,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-09-24,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-09-24,0.0,1.0,7.0,8.0,,,,6.0
Guinea,2015-09-25,4.0,453.0,3340.0,3797.0,,453.0,2080.0,2533.0
United States of America,2015-09-25,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Senegal,2015-09-25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-09-25,4864.0,287.0,8704.0,13855.0,158.0,208.0,3589.0,3955.0
Liberia,2015-09-25,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-09-25,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-09-25,0.0,1.0,7.0,8.0,,,,6.0
Italy,2015-09-25,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-09-25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-09-25,,0.0,6.0,6.0,,,2.0,2.0
Nigeria,2015-09-25,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-09-28,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-09-28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-09-28,4903.0,287.0,8704.0,13894.0,158.0,208.0,3589.0,3955.0
Liberia,2015-09-28,,0.0,6.0,6.0,,,2.0,2.0
United States of America,2015-09-28,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-09-28,0.0,1.0,7.0,8.0,,,,6.0
Senegal,2015-09-28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-09-28,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-09-28,10.0,453.0,3342.0,3805.0,,453.0,2080.0,2533.0
Nigeria,2015-09-28,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United Kingdom,2015-09-28,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-09-29,4920.0,287.0,8704.0,13911.0,158.0,208.0,3589.0,3955.0
Liberia,2015-09-29,,0.0,6.0,6.0,,,2.0,2.0
Liberia,2015-09-29,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United States of America,2015-09-29,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-09-29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-09-29,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-09-29,0.0,1.0,7.0,8.0,,,,6.0
Senegal,2015-09-29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-09-29,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-09-29,8.0,453.0,3344.0,3805.0,,453.0,2080.0,2533.0
United Kingdom,2015-09-29,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-09-30,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-09-30,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-09-30,4920.0,287.0,8704.0,13911.0,158.0,208.0,3589.0,3955.0
Liberia,2015-09-30,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Italy,2015-09-30,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-09-30,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-09-30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-09-30,8.0,453.0,3344.0,3805.0,,453.0,2080.0,2533.0
Spain,2015-09-30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-09-30,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-09-30,,,6.0,6.0,,,2.0,2.0
Liberia,2015-10-01,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Italy,2015-10-01,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-10-01,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-10-01,11.0,453.0,3344.0,3808.0,,453.0,2080.0,2533.0
Mali,2015-10-01,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-10-01,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-10-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-10-01,,0.0,6.0,6.0,,,2.0,2.0
Nigeria,2015-10-01,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Sierra Leone,2015-10-01,4937.0,287.0,8704.0,13928.0,158.0,208.0,3589.0,3955.0
Senegal,2015-10-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-10-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-10-02,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-10-02,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-10-02,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-10-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-10-02,12.0,453.0,3344.0,3809.0,,453.0,2080.0,2533.0
Italy,2015-10-02,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-10-02,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Liberia,2015-10-02,,0.0,6.0,6.0,,,2.0,2.0
United Kingdom,2015-10-02,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-10-02,4940.0,287.0,8704.0,13931.0,158.0,208.0,3589.0,3955.0
Guinea,2015-10-05,7.0,453.0,3344.0,3804.0,,453.0,2081.0,2534.0
United States of America,2015-10-05,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
United Kingdom,2015-10-05,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-10-05,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-10-05,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-10-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-10-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-10-05,4950.0,287.0,8704.0,13941.0,158.0,208.0,3589.0,3955.0
Liberia,2015-10-05,,0.0,6.0,6.0,,,2.0,2.0
Nigeria,2015-10-05,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-10-05,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-10-06,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-10-06,,0.0,6.0,6.0,,,2.0,2.0
Senegal,2015-10-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-10-06,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-10-06,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-10-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-10-06,4954.0,287.0,8704.0,13945.0,158.0,208.0,3589.0,3955.0
United States of America,2015-10-06,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Guinea,2015-10-06,7.0,453.0,3344.0,3804.0,,453.0,2081.0,2534.0
Nigeria,2015-10-06,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-10-06,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Guinea,2015-10-07,7.0,453.0,3344.0,3804.0,,453.0,2081.0,2534.0
Mali,2015-10-07,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-10-07,4954.0,287.0,8704.0,13945.0,158.0,208.0,3589.0,3955.0
Nigeria,2015-10-07,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-10-07,,,6.0,6.0,,,2.0,2.0
Italy,2015-10-07,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-10-07,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-10-07,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-10-07,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-10-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-10-07,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-10-08,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-10-08,,0.0,6.0,6.0,,,2.0,2.0
Guinea,2015-10-08,2.0,453.0,3344.0,3799.0,,453.0,2081.0,2534.0
Liberia,2015-10-08,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United Kingdom,2015-10-08,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-10-08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-10-08,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-10-08,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-10-08,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Sierra Leone,2015-10-08,4965.0,287.0,8704.0,13956.0,158.0,208.0,3589.0,3955.0
Spain,2015-10-08,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Spain,2015-10-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-10-09,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Sierra Leone,2015-10-09,4966.0,287.0,8704.0,13957.0,158.0,208.0,3589.0,3955.0
United Kingdom,2015-10-09,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-10-09,,0.0,6.0,6.0,,,2.0,2.0
Liberia,2015-10-09,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-10-09,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-10-09,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Italy,2015-10-09,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-10-09,3.0,453.0,3344.0,3800.0,,453.0,2081.0,2534.0
Mali,2015-10-09,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-10-13,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-10-13,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Italy,2015-10-13,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-10-13,4991.0,287.0,8704.0,13982.0,158.0,208.0,3589.0,3955.0
Liberia,2015-10-13,,0.0,6.0,6.0,,,2.0,2.0
Nigeria,2015-10-13,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Spain,2015-10-13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-10-13,3.0,453.0,3344.0,3800.0,,453.0,2081.0,2534.0
Senegal,2015-10-13,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-10-13,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-10-13,0.0,1.0,7.0,8.0,,,,6.0
United Kingdom,2015-10-15,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-10-15,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-10-15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-10-15,4.0,453.0,3345.0,3802.0,,453.0,2081.0,2534.0
Mali,2015-10-15,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-10-15,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-10-15,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Sierra Leone,2015-10-15,5001.0,287.0,8704.0,13992.0,158.0,208.0,3589.0,3955.0
Italy,2015-10-15,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-10-15,,0.0,6.0,6.0,,,2.0,2.0
United States of America,2015-10-15,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
United States of America,2015-10-16,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-10-16,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-10-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-10-16,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-10-16,,0.0,6.0,6.0,,,2.0,2.0
Mali,2015-10-16,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-10-16,5001.0,287.0,8704.0,13992.0,158.0,208.0,3589.0,3955.0
Guinea,2015-10-16,5.0,453.0,3346.0,3804.0,,453.0,2082.0,2535.0
Nigeria,2015-10-16,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Spain,2015-10-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-10-16,0.0,0.0,1.0,1.0,,,,0.0
Italy,2015-10-20,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-10-20,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-10-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-10-20,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Guinea,2015-10-20,3.0,453.0,3347.0,3803.0,,453.0,2082.0,2535.0
Sierra Leone,2015-10-20,5010.0,287.0,8704.0,14001.0,158.0,208.0,3589.0,3955.0
United Kingdom,2015-10-20,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-10-20,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-10-20,,0.0,6.0,6.0,,,2.0,2.0
Liberia,2015-10-20,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Mali,2015-10-20,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-10-22,,0.0,6.0,6.0,,,2.0,2.0
Spain,2015-10-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-10-22,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-10-22,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Liberia,2015-10-22,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-10-22,5040.0,287.0,8704.0,14031.0,158.0,208.0,3589.0,3955.0
United Kingdom,2015-10-22,0.0,0.0,1.0,1.0,,,,0.0
Senegal,2015-10-22,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-10-22,1.0,453.0,3347.0,3801.0,,453.0,2082.0,2535.0
Mali,2015-10-22,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-10-22,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-10-23,0.0,1.0,7.0,8.0,,,,6.0
Nigeria,2015-10-23,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-10-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-10-23,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-10-23,1.0,453.0,3347.0,3801.0,,453.0,2082.0,2535.0
Spain,2015-10-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-10-23,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United States of America,2015-10-23,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-10-23,,0.0,6.0,6.0,,,2.0,2.0
Sierra Leone,2015-10-23,5047.0,287.0,8704.0,14038.0,158.0,208.0,3589.0,3955.0
Italy,2015-10-23,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-10-26,5061.0,287.0,8704.0,14052.0,158.0,208.0,3589.0,3955.0
Guinea,2015-10-26,1.0,453.0,3350.0,3804.0,,453.0,2082.0,2535.0
Italy,2015-10-26,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-10-26,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-10-26,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Senegal,2015-10-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Spain,2015-10-26,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-10-26,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Nigeria,2015-10-26,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-10-26,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-10-26,,,6.0,6.0,,,2.0,2.0
Liberia,2015-10-27,,,6.0,6.0,,,2.0,2.0
Mali,2015-10-27,0.0,1.0,7.0,8.0,,,,6.0
Guinea,2015-10-27,3.0,453.0,3350.0,3806.0,,453.0,2082.0,2535.0
United Kingdom,2015-10-27,0.0,0.0,1.0,1.0,,,,0.0
Sierra Leone,2015-10-27,5070.0,287.0,8704.0,14061.0,158.0,208.0,3589.0,3955.0
Spain,2015-10-27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-10-27,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-10-27,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-10-27,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United States of America,2015-10-27,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-10-27,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-10-29,5075.0,287.0,8704.0,14066.0,158.0,208.0,3589.0,3955.0
Nigeria,2015-10-29,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-10-29,5.0,453.0,3350.0,3808.0,,453.0,2083.0,2536.0
Liberia,2015-10-29,,,6.0,6.0,,,2.0,2.0
Italy,2015-10-29,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-10-29,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-10-29,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-10-29,0.0,1.0,7.0,8.0,,,,6.0
Senegal,2015-10-29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Spain,2015-10-29,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-10-29,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-10-30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-10-30,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-10-30,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-10-30,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-10-30,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-10-30,5076.0,287.0,8704.0,14067.0,158.0,208.0,3589.0,3955.0
Liberia,2015-10-30,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Liberia,2015-10-30,,,6.0,6.0,,,2.0,2.0
United States of America,2015-10-30,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-10-30,0.0,1.0,7.0,8.0,,,,6.0
Guinea,2015-10-30,5.0,453.0,3350.0,3808.0,,453.0,2083.0,2536.0
Nigeria,2015-11-03,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Sierra Leone,2015-11-03,5098.0,287.0,8704.0,14089.0,158.0,208.0,3589.0,3955.0
Liberia,2015-11-03,,,6.0,6.0,,,2.0,2.0
United States of America,2015-11-03,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Mali,2015-11-03,0.0,1.0,7.0,8.0,,,,6.0
Guinea,2015-11-03,6.0,453.0,3351.0,3810.0,,453.0,2083.0,2536.0
United Kingdom,2015-11-03,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-11-03,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Spain,2015-11-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Senegal,2015-11-03,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-11-03,0.0,0.0,1.0,1.0,,,,0.0
Nigeria,2015-11-05,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United Kingdom,2015-11-05,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-11-05,0.0,1.0,7.0,8.0,,,,6.0
Senegal,2015-11-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-11-05,,,6.0,6.0,,,2.0,2.0
Sierra Leone,2015-11-05,5113.0,287.0,8704.0,14104.0,158.0,208.0,3589.0,3955.0
Italy,2015-11-05,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-11-05,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-11-05,5636.0,1879.0,3151.0,10666.0,,,,4806.0
United States of America,2015-11-05,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Guinea,2015-11-05,1.0,453.0,3351.0,3805.0,,453.0,2083.0,2536.0
Italy,2015-11-06,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-11-06,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-11-06,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-11-06,5118.0,287.0,8704.0,14109.0,158.0,208.0,3589.0,3955.0
United States of America,2015-11-06,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-11-06,,,6.0,6.0,,,2.0,2.0
Senegal,2015-11-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Guinea,2015-11-06,1.0,453.0,3351.0,3805.0,,453.0,2083.0,2536.0
Mali,2015-11-06,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-11-06,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Nigeria,2015-11-06,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
United States of America,2015-11-10,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Nigeria,2015-11-10,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-11-10,1.0,453.0,3351.0,3805.0,,453.0,2083.0,2536.0
Italy,2015-11-10,0.0,0.0,1.0,1.0,,,,0.0
Spain,2015-11-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-11-10,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-11-10,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United Kingdom,2015-11-10,0.0,0.0,1.0,1.0,,,,0.0
Mali,2015-11-10,0.0,1.0,7.0,8.0,,,,6.0
Sierra Leone,2015-11-10,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Liberia,2015-11-10,,,6.0,6.0,,,2.0,2.0
Italy,2015-11-11,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-11-11,1.0,453.0,3351.0,3805.0,,453.0,2083.0,2536.0
United Kingdom,2015-11-11,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-11-11,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Sierra Leone,2015-11-11,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Mali,2015-11-11,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-11-11,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Spain,2015-11-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-11-11,,,6.0,6.0,,,2.0,2.0
Nigeria,2015-11-11,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Senegal,2015-11-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
United States of America,2015-11-12,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-11-12,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Senegal,2015-11-12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Sierra Leone,2015-11-12,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Spain,2015-11-12,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Mali,2015-11-12,0.0,1.0,7.0,8.0,,,,6.0
Liberia,2015-11-12,,,6.0,6.0,,,2.0,2.0
Nigeria,2015-11-12,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Italy,2015-11-12,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-11-12,0.0,0.0,1.0,1.0,,,,0.0
Guinea,2015-11-12,1.0,453.0,3351.0,3805.0,,453.0,2083.0,2536.0
Mali,2015-11-16,0.0,1.0,7.0,8.0,,,,6.0
United States of America,2015-11-16,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Liberia,2015-11-16,,,6.0,6.0,,,2.0,2.0
Sierra Leone,2015-11-16,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Senegal,2015-11-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-11-16,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Nigeria,2015-11-16,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Guinea,2015-11-16,1.0,453.0,3351.0,3805.0,,453.0,2083.0,2536.0
Spain,2015-11-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Italy,2015-11-16,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-11-16,0.0,0.0,1.0,1.0,,,,0.0
United Kingdom,2015-11-17,0.0,0.0,1.0,1.0,,,,0.0
United States of America,2015-11-17,0.0,0.0,4.0,4.0,0.0,0.0,1.0,1.0
Italy,2015-11-17,0.0,0.0,1.0,1.0,,,,0.0
Liberia,2015-11-17,,,6.0,6.0,,,2.0,2.0
Guinea,2015-11-17,0.0,453.0,3351.0,3804.0,,453.0,2083.0,2536.0
Sierra Leone,2015-11-17,5131.0,287.0,8704.0,14122.0,158.0,208.0,3589.0,3955.0
Senegal,2015-11-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-11-17,5636.0,1879.0,3151.0,10666.0,,,,4806.0
Nigeria,2015-11-17,0.0,1.0,19.0,20.0,0.0,1.0,7.0,8.0
Mali,2015-11-17,0.0,1.0,7.0,8.0,,,,6.0
Spain,2015-11-17,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Liberia,2015-11-20,5636.0,1879.0,3151.0,10666.0,,,,4806.0
